Date,Year,Month,Country,State,Region,Confirmed_Cases,Malaria_Deaths,Malaria_Incidence_per_1000,Season(Dry/Rainy),Mortality Rate(%),Quarter
Jul-2012,2012,July,Nigeria,Ogun,South West,115908,326,23.26,Rainy,0.28,3
Jul-2012,2012,July,Nigeria,Rivers,South South,154172,483,26.4,Rainy,0.31,3
Jul-2012,2012,July,Nigeria,Enugu,South East,93538,351,25.53,Rainy,0.38,3
Aug-2012,2012,August,Nigeria,Kano,North West,543730,1896,45.54,Rainy,0.35,3
Aug-2012,2012,August,Nigeria,Kaduna,North West,330517,1483,46.84,Rainy,0.45,3
Aug-2012,2012,August,Nigeria,Borno,North East,145007,823,30.37,Rainy,0.57,3
Aug-2012,2012,August,Nigeria,Kwara,North Central,26809,78,9.66,Rainy,0.29,3
Aug-2012,2012,August,Nigeria,Lagos,South West,226002,476,19.96,Rainy,0.21,3
Aug-2012,2012,August,Nigeria,Ogun,South West,118890,326,23.86,Rainy,0.27,3
Aug-2012,2012,August,Nigeria,Rivers,South South,162670,440,27.85,Rainy,0.27,3
Aug-2012,2012,August,Nigeria,Enugu,South East,99336,282,27.11,Rainy,0.28,3
Sep-2012,2012,September,Nigeria,Kano,North West,554739,2046,46.47,Rainy,0.37,3
Sep-2012,2012,September,Nigeria,Kaduna,North West,322847,1003,45.76,Rainy,0.31,3
Sep-2012,2012,September,Nigeria,Borno,North East,144663,622,30.3,Rainy,0.43,3
Sep-2012,2012,September,Nigeria,Kwara,North Central,24328,80,8.77,Rainy,0.33,3
Sep-2012,2012,September,Nigeria,Lagos,South West,287548,477,25.4,Rainy,0.17,3
Sep-2012,2012,September,Nigeria,Ogun,South West,117783,286,23.63,Rainy,0.24,3
Sep-2012,2012,September,Nigeria,Rivers,South South,168562,472,28.86,Rainy,0.28,3
Sep-2012,2012,September,Nigeria,Enugu,South East,104199,321,28.44,Rainy,0.31,3
Oct-2012,2012,October,Nigeria,Kano,North West,615390,1919,51.55,Rainy,0.31,4
Oct-2012,2012,October,Nigeria,Kaduna,North West,391320,1820,55.46,Rainy,0.47,4
Oct-2012,2012,October,Nigeria,Borno,North East,202532,913,42.42,Rainy,0.45,4
Oct-2012,2012,October,Nigeria,Kwara,North Central,32412,127,11.68,Rainy,0.39,4
Oct-2012,2012,October,Nigeria,Lagos,South West,334149,793,29.52,Rainy,0.24,4
Oct-2012,2012,October,Nigeria,Ogun,South West,147461,482,29.59,Rainy,0.33,4
Oct-2012,2012,October,Nigeria,Rivers,South South,203360,665,34.82,Rainy,0.33,4
Oct-2012,2012,October,Nigeria,Enugu,South East,131688,485,35.94,Rainy,0.37,4
Nov-2012,2012,November,Nigeria,Kano,North West,481643,1404,40.34,Dry,0.29,4
Nov-2012,2012,November,Nigeria,Kaduna,North West,272725,991,38.65,Dry,0.36,4
Nov-2012,2012,November,Nigeria,Borno,North East,113303,399,23.73,Dry,0.35,4
Nov-2012,2012,November,Nigeria,Kwara,North Central,20381,60,7.35,Dry,0.29,4
Nov-2012,2012,November,Nigeria,Lagos,South West,238375,602,21.06,Dry,0.25,4
Nov-2012,2012,November,Nigeria,Ogun,South West,109652,352,22,Dry,0.32,4
Nov-2012,2012,November,Nigeria,Rivers,South South,113795,356,19.48,Dry,0.31,4
Nov-2012,2012,November,Nigeria,Enugu,South East,87111,199,23.78,Dry,0.23,4
Dec-2012,2012,December,Nigeria,Kano,North West,369392,1414,30.94,Dry,0.38,4
Dec-2012,2012,December,Nigeria,Kaduna,North West,205086,697,29.07,Dry,0.34,4
Dec-2012,2012,December,Nigeria,Borno,North East,99081,365,20.75,Dry,0.37,4
Dec-2012,2012,December,Nigeria,Kwara,North Central,16135,49,5.82,Dry,0.30,4
Dec-2012,2012,December,Nigeria,Lagos,South West,201256,467,17.78,Dry,0.23,4
Dec-2012,2012,December,Nigeria,Ogun,South West,72772,244,14.6,Dry,0.34,4
Dec-2012,2012,December,Nigeria,Rivers,South South,108795,303,18.63,Dry,0.28,4
Dec-2012,2012,December,Nigeria,Enugu,South East,65302,197,17.82,Dry,0.30,4
Jan-2013,2013,January,Nigeria,Kano,North West,300012,1118,24.49,Dry,0.37,1
Jan-2013,2013,January,Nigeria,Kaduna,North West,182058,688,25.17,Dry,0.38,1
Jan-2013,2013,January,Nigeria,Borno,North East,75924,319,15.51,Dry,0.42,1
Jan-2013,2013,January,Nigeria,Kwara,North Central,12302,42,4.33,Dry,0.34,1
Jan-2013,2013,January,Nigeria,Lagos,South West,145072,198,12.59,Dry,0.14,1
Jan-2013,2013,January,Nigeria,Ogun,South West,61367,169,12.01,Dry,0.28,1
Jan-2013,2013,January,Nigeria,Rivers,South South,96642,298,16.14,Dry,0.31,1
Jan-2013,2013,January,Nigeria,Enugu,South East,54314,169,14.46,Dry,0.31,1
Feb-2013,2013,February,Nigeria,Kano,North West,275265,1092,22.47,Dry,0.40,1
Feb-2013,2013,February,Nigeria,Kaduna,North West,161750,611,22.36,Dry,0.38,1
Feb-2013,2013,February,Nigeria,Borno,North East,71304,281,14.57,Dry,0.39,1
Feb-2013,2013,February,Nigeria,Kwara,North Central,12621,44,4.44,Dry,0.35,1
Feb-2013,2013,February,Nigeria,Lagos,South West,139675,339,12.12,Dry,0.24,1
Feb-2013,2013,February,Nigeria,Ogun,South West,63341,269,12.4,Dry,0.42,1
Feb-2013,2013,February,Nigeria,Rivers,South South,72898,248,12.18,Dry,0.34,1
Feb-2013,2013,February,Nigeria,Enugu,South East,50081,173,13.34,Dry,0.35,1
Mar-2013,2013,March,Nigeria,Kano,North West,293562,1231,23.96,Dry,0.42,1
Mar-2013,2013,March,Nigeria,Kaduna,North West,185132,713,25.6,Dry,0.39,1
Mar-2013,2013,March,Nigeria,Borno,North East,85745,438,17.52,Dry,0.51,1
Mar-2013,2013,March,Nigeria,Kwara,North Central,14391,43,5.06,Dry,0.30,1
Mar-2013,2013,March,Nigeria,Lagos,South West,175023,319,15.19,Dry,0.18,1
Mar-2013,2013,March,Nigeria,Ogun,South West,76576,256,14.99,Dry,0.33,1
Mar-2013,2013,March,Nigeria,Rivers,South South,105319,328,17.59,Dry,0.31,1
Mar-2013,2013,March,Nigeria,Enugu,South East,58201,168,15.5,Dry,0.29,1
Apr-2013,2013,April,Nigeria,Kano,North West,265081,1136,21.64,Rainy,0.43,2
Apr-2013,2013,April,Nigeria,Kaduna,North West,169670,415,23.46,Rainy,0.24,2
Apr-2013,2013,April,Nigeria,Borno,North East,75797,405,15.49,Rainy,0.53,2
Apr-2013,2013,April,Nigeria,Kwara,North Central,13404,50,4.71,Rainy,0.37,2
Apr-2013,2013,April,Nigeria,Lagos,South West,132204,247,11.47,Rainy,0.19,2
Apr-2013,2013,April,Nigeria,Ogun,South West,65098,165,12.74,Rainy,0.25,2
Apr-2013,2013,April,Nigeria,Rivers,South South,82525,266,13.78,Rainy,0.32,2
Apr-2013,2013,April,Nigeria,Enugu,South East,54052,172,14.39,Rainy,0.32,2
May-2013,2013,May,Nigeria,Kano,North West,315678,1313,25.77,Rainy,0.42,2
May-2013,2013,May,Nigeria,Kaduna,North West,199367,738,27.57,Rainy,0.37,2
May-2013,2013,May,Nigeria,Borno,North East,83898,380,17.14,Rainy,0.45,2
May-2013,2013,May,Nigeria,Kwara,North Central,14829,45,5.22,Rainy,0.30,2
May-2013,2013,May,Nigeria,Lagos,South West,156997,382,13.63,Rainy,0.24,2
May-2013,2013,May,Nigeria,Ogun,South West,69235,208,13.55,Rainy,0.30,2
May-2013,2013,May,Nigeria,Rivers,South South,94339,329,15.76,Rainy,0.35,2
May-2013,2013,May,Nigeria,Enugu,South East,58290,124,15.52,Rainy,0.21,2
Jun-2013,2013,June,Nigeria,Kano,North West,420161,1472,34.3,Rainy,0.35,2
Jun-2013,2013,June,Nigeria,Kaduna,North West,220718,763,30.52,Rainy,0.35,2
Jun-2013,2013,June,Nigeria,Borno,North East,102065,356,20.86,Rainy,0.35,2
Jun-2013,2013,June,Nigeria,Kwara,North Central,15744,51,5.54,Rainy,0.32,2
Jun-2013,2013,June,Nigeria,Lagos,South West,203320,456,17.65,Rainy,0.22,2
Jun-2013,2013,June,Nigeria,Ogun,South West,87172,290,17.06,Rainy,0.33,2
Jun-2013,2013,June,Nigeria,Rivers,South South,110669,302,18.49,Rainy,0.27,2
Jun-2013,2013,June,Nigeria,Enugu,South East,71166,204,18.95,Rainy,0.29,2
Jul-2013,2013,July,Nigeria,Kano,North West,451636,1129,36.86,Rainy,0.25,3
Jul-2013,2013,July,Nigeria,Kaduna,North West,277758,1059,38.41,Rainy,0.38,3
Jul-2013,2013,July,Nigeria,Borno,North East,119362,623,24.39,Rainy,0.52,3
Jul-2013,2013,July,Nigeria,Kwara,North Central,20415,63,7.18,Rainy,0.31,3
Jul-2013,2013,July,Nigeria,Lagos,South West,253461,485,22,Rainy,0.19,3
Jul-2013,2013,July,Nigeria,Ogun,South West,86118,221,16.86,Rainy,0.26,3
Jul-2013,2013,July,Nigeria,Rivers,South South,125494,400,20.96,Rainy,0.32,3
Jul-2013,2013,July,Nigeria,Enugu,South East,83016,232,22.11,Rainy,0.28,3
Aug-2013,2013,August,Nigeria,Kano,North West,530409,1793,43.29,Rainy,0.34,3
Aug-2013,2013,August,Nigeria,Kaduna,North West,324247,1406,44.83,Rainy,0.43,3
Aug-2013,2013,August,Nigeria,Borno,North East,144234,901,29.47,Rainy,0.62,3
Aug-2013,2013,August,Nigeria,Kwara,North Central,27006,89,9.5,Rainy,0.33,3
Aug-2013,2013,August,Nigeria,Lagos,South West,291271,479,25.28,Rainy,0.16,3
Aug-2013,2013,August,Nigeria,Ogun,South West,128504,431,25.16,Rainy,0.34,3
Aug-2013,2013,August,Nigeria,Rivers,South South,176663,524,29.51,Rainy,0.30,3
Aug-2013,2013,August,Nigeria,Enugu,South East,109347,375,29.12,Rainy,0.34,3
Sep-2013,2013,September,Nigeria,Kano,North West,671930,2447,54.85,Rainy,0.36,3
Sep-2013,2013,September,Nigeria,Kaduna,North West,413626,1580,57.19,Rainy,0.38,3
Sep-2013,2013,September,Nigeria,Borno,North East,169296,670,34.6,Rainy,0.40,3
Sep-2013,2013,September,Nigeria,Kwara,North Central,28777,108,10.12,Rainy,0.38,3
Sep-2013,2013,September,Nigeria,Lagos,South West,336850,826,29.24,Rainy,0.25,3
Sep-2013,2013,September,Nigeria,Ogun,South West,155327,499,30.41,Rainy,0.32,3
Sep-2013,2013,September,Nigeria,Rivers,South South,181587,683,30.33,Rainy,0.38,3
Sep-2013,2013,September,Nigeria,Enugu,South East,138566,456,36.9,Rainy,0.33,3
Oct-2013,2013,October,Nigeria,Kano,North West,483815,1528,39.49,Rainy,0.32,4
Oct-2013,2013,October,Nigeria,Kaduna,North West,300344,1238,41.53,Rainy,0.41,4
Oct-2013,2013,October,Nigeria,Borno,North East,132435,476,27.06,Rainy,0.36,4
Oct-2013,2013,October,Nigeria,Kwara,North Central,23495,85,8.26,Rainy,0.36,4
Oct-2013,2013,October,Nigeria,Lagos,South West,254534,560,22.09,Rainy,0.22,4
Oct-2013,2013,October,Nigeria,Ogun,South West,117126,333,22.93,Rainy,0.28,4
Oct-2013,2013,October,Nigeria,Rivers,South South,158345,488,26.45,Rainy,0.31,4
Oct-2013,2013,October,Nigeria,Enugu,South East,103145,340,27.47,Rainy,0.33,4
Nov-2013,2013,November,Nigeria,Kano,North West,483997,1575,39.51,Dry,0.33,4
Nov-2013,2013,November,Nigeria,Kaduna,North West,305761,1154,42.28,Dry,0.38,4
Nov-2013,2013,November,Nigeria,Borno,North East,125495,409,25.64,Dry,0.33,4
Nov-2013,2013,November,Nigeria,Kwara,North Central,20867,60,7.34,Dry,0.29,4
Nov-2013,2013,November,Nigeria,Lagos,South West,248252,459,21.55,Dry,0.18,4
Nov-2013,2013,November,Nigeria,Ogun,South West,103095,305,20.18,Dry,0.30,4
Nov-2013,2013,November,Nigeria,Rivers,South South,123634,438,20.65,Dry,0.35,4
Nov-2013,2013,November,Nigeria,Enugu,South East,78647,262,20.94,Dry,0.33,4
Dec-2013,2013,December,Nigeria,Kano,North West,350118,1123,28.58,Dry,0.32,4
Dec-2013,2013,December,Nigeria,Kaduna,North West,204325,696,28.25,Dry,0.34,4
Dec-2013,2013,December,Nigeria,Borno,North East,100221,398,20.48,Dry,0.40,4
Dec-2013,2013,December,Nigeria,Kwara,North Central,17806,61,6.26,Dry,0.34,4
Dec-2013,2013,December,Nigeria,Lagos,South West,171526,492,14.89,Dry,0.29,4
Dec-2013,2013,December,Nigeria,Ogun,South West,85010,279,16.64,Dry,0.33,4
Dec-2013,2013,December,Nigeria,Rivers,South South,107007,297,17.87,Dry,0.28,4
Dec-2013,2013,December,Nigeria,Enugu,South East,74044,239,19.72,Dry,0.32,4
Jan-2014,2014,January,Nigeria,Kano,North West,279188,887,22.21,Dry,0.32,1
Jan-2014,2014,January,Nigeria,Kaduna,North West,164749,680,22.22,Dry,0.41,1
Jan-2014,2014,January,Nigeria,Borno,North East,76399,307,15.23,Dry,0.40,1
Jan-2014,2014,January,Nigeria,Kwara,North Central,13124,38,4.5,Dry,0.29,1
Jan-2014,2014,January,Nigeria,Lagos,South West,141223,301,12.04,Dry,0.21,1
Jan-2014,2014,January,Nigeria,Ogun,South West,66277,166,12.66,Dry,0.25,1
Jan-2014,2014,January,Nigeria,Rivers,South South,89073,222,14.52,Dry,0.25,1
Jan-2014,2014,January,Nigeria,Enugu,South East,56635,164,14.71,Dry,0.29,1
Feb-2014,2014,February,Nigeria,Kano,North West,311107,1138,24.75,Dry,0.37,1
Feb-2014,2014,February,Nigeria,Kaduna,North West,194351,557,26.22,Dry,0.29,1
Feb-2014,2014,February,Nigeria,Borno,North East,95604,422,19.06,Dry,0.44,1
Feb-2014,2014,February,Nigeria,Kwara,North Central,14302,33,4.91,Dry,0.23,1
Feb-2014,2014,February,Nigeria,Lagos,South West,142844,295,12.18,Dry,0.21,1
Feb-2014,2014,February,Nigeria,Ogun,South West,71037,262,13.57,Dry,0.37,1
Feb-2014,2014,February,Nigeria,Rivers,South South,93805,244,15.29,Dry,0.26,1
Feb-2014,2014,February,Nigeria,Enugu,South East,57188,116,14.86,Dry,0.20,1
Mar-2014,2014,March,Nigeria,Kano,North West,319960,740,25.45,Dry,0.23,1
Mar-2014,2014,March,Nigeria,Kaduna,North West,206349,729,27.84,Dry,0.35,1
Mar-2014,2014,March,Nigeria,Borno,North East,79884,346,15.93,Dry,0.43,1
Mar-2014,2014,March,Nigeria,Kwara,North Central,15114,43,5.19,Dry,0.28,1
Mar-2014,2014,March,Nigeria,Lagos,South West,174291,312,14.86,Dry,0.18,1
Mar-2014,2014,March,Nigeria,Ogun,South West,77988,265,14.89,Dry,0.34,1
Mar-2014,2014,March,Nigeria,Rivers,South South,98776,296,16.1,Dry,0.30,1
Mar-2014,2014,March,Nigeria,Enugu,South East,59886,247,15.56,Dry,0.41,1
Apr-2014,2014,April,Nigeria,Kano,North West,334155,999,26.58,Rainy,0.30,2
Apr-2014,2014,April,Nigeria,Kaduna,North West,192975,778,26.03,Rainy,0.40,2
Apr-2014,2014,April,Nigeria,Borno,North East,97077,322,19.35,Rainy,0.33,2
Apr-2014,2014,April,Nigeria,Kwara,North Central,14618,53,5.02,Rainy,0.36,2
Apr-2014,2014,April,Nigeria,Lagos,South West,157869,316,13.46,Rainy,0.20,2
Apr-2014,2014,April,Nigeria,Ogun,South West,71052,154,13.57,Rainy,0.22,2
Apr-2014,2014,April,Nigeria,Rivers,South South,102983,287,16.78,Rainy,0.28,2
Apr-2014,2014,April,Nigeria,Enugu,South East,66336,238,17.23,Rainy,0.36,2
May-2014,2014,May,Nigeria,Kano,North West,318057,776,25.3,Rainy,0.24,2
May-2014,2014,May,Nigeria,Kaduna,North West,173052,576,23.34,Rainy,0.33,2
May-2014,2014,May,Nigeria,Borno,North East,76684,416,15.29,Rainy,0.54,2
May-2014,2014,May,Nigeria,Kwara,North Central,13813,44,4.74,Rainy,0.32,2
May-2014,2014,May,Nigeria,Lagos,South West,152491,295,13.01,Rainy,0.19,2
May-2014,2014,May,Nigeria,Ogun,South West,69760,184,13.32,Rainy,0.26,2
May-2014,2014,May,Nigeria,Rivers,South South,77619,245,12.65,Rainy,0.32,2
May-2014,2014,May,Nigeria,Enugu,South East,56432,182,14.66,Rainy,0.32,2
Jun-2014,2014,June,Nigeria,Kano,North West,429565,1231,34.17,Rainy,0.29,2
Jun-2014,2014,June,Nigeria,Kaduna,North West,262642,1047,35.43,Rainy,0.40,2
Jun-2014,2014,June,Nigeria,Borno,North East,125670,557,25.05,Rainy,0.44,2
Jun-2014,2014,June,Nigeria,Kwara,North Central,19552,66,6.71,Rainy,0.34,2
Jun-2014,2014,June,Nigeria,Lagos,South West,207771,523,17.72,Rainy,0.25,2
Jun-2014,2014,June,Nigeria,Ogun,South West,90050,258,17.2,Rainy,0.29,2
Jun-2014,2014,June,Nigeria,Rivers,South South,123785,444,20.17,Rainy,0.36,2
Jun-2014,2014,June,Nigeria,Enugu,South East,79733,222,20.71,Rainy,0.28,2
Jul-2014,2014,July,Nigeria,Kano,North West,443909,1670,35.31,Rainy,0.38,3
Jul-2014,2014,July,Nigeria,Kaduna,North West,267509,961,36.09,Rainy,0.36,3
Jul-2014,2014,July,Nigeria,Borno,North East,129370,592,25.79,Rainy,0.46,3
Jul-2014,2014,July,Nigeria,Kwara,North Central,21844,52,7.49,Rainy,0.24,3
Jul-2014,2014,July,Nigeria,Lagos,South West,212690,440,18.14,Rainy,0.21,3
Jul-2014,2014,July,Nigeria,Ogun,South West,101734,249,19.43,Rainy,0.24,3
Jul-2014,2014,July,Nigeria,Rivers,South South,115704,168,18.85,Rainy,0.15,3
Jul-2014,2014,July,Nigeria,Enugu,South East,73574,199,19.11,Rainy,0.27,3
Aug-2014,2014,August,Nigeria,Kano,North West,469296,1528,37.33,Rainy,0.33,3
Aug-2014,2014,August,Nigeria,Kaduna,North West,314260,1114,42.39,Rainy,0.35,3
Aug-2014,2014,August,Nigeria,Borno,North East,126761,661,25.27,Rainy,0.52,3
Aug-2014,2014,August,Nigeria,Kwara,North Central,26699,84,9.16,Rainy,0.31,3
Aug-2014,2014,August,Nigeria,Lagos,South West,289196,581,24.66,Rainy,0.20,3
Aug-2014,2014,August,Nigeria,Ogun,South West,117172,360,22.38,Rainy,0.31,3
Aug-2014,2014,August,Nigeria,Rivers,South South,143483,555,23.38,Rainy,0.39,3
Aug-2014,2014,August,Nigeria,Enugu,South East,95783,268,24.88,Rainy,0.28,3
Sep-2014,2014,September,Nigeria,Kano,North West,656216,1926,52.2,Rainy,0.29,3
Sep-2014,2014,September,Nigeria,Kaduna,North West,380123,1055,51.28,Rainy,0.28,3
Sep-2014,2014,September,Nigeria,Borno,North East,195939,1083,39.06,Rainy,0.55,3
Sep-2014,2014,September,Nigeria,Kwara,North Central,30369,76,10.42,Rainy,0.25,3
Sep-2014,2014,September,Nigeria,Lagos,South West,303794,560,25.91,Rainy,0.18,3
Sep-2014,2014,September,Nigeria,Ogun,South West,155139,429,29.63,Rainy,0.28,3
Sep-2014,2014,September,Nigeria,Rivers,South South,203007,599,33.08,Rainy,0.30,3
Sep-2014,2014,September,Nigeria,Enugu,South East,154325,408,40.09,Rainy,0.26,3
Oct-2014,2014,October,Nigeria,Kano,North West,547540,1724,43.55,Rainy,0.31,4
Oct-2014,2014,October,Nigeria,Kaduna,North West,290552,948,39.19,Rainy,0.33,4
Oct-2014,2014,October,Nigeria,Borno,North East,139134,427,27.74,Rainy,0.31,4
Oct-2014,2014,October,Nigeria,Kwara,North Central,24995,68,8.58,Rainy,0.27,4
Oct-2014,2014,October,Nigeria,Lagos,South West,249525,482,21.28,Rainy,0.19,4
Oct-2014,2014,October,Nigeria,Ogun,South West,118079,349,22.55,Rainy,0.30,4
Oct-2014,2014,October,Nigeria,Rivers,South South,152693,456,24.88,Rainy,0.30,4
Oct-2014,2014,October,Nigeria,Enugu,South East,96647,251,25.11,Rainy,0.26,4
Nov-2014,2014,November,Nigeria,Kano,North West,405462,1369,32.25,Dry,0.34,4
Nov-2014,2014,November,Nigeria,Kaduna,North West,249315,806,33.63,Dry,0.32,4
Nov-2014,2014,November,Nigeria,Borno,North East,130391,522,26,Dry,0.40,4
Nov-2014,2014,November,Nigeria,Kwara,North Central,20820,73,7.14,Dry,0.35,4
Nov-2014,2014,November,Nigeria,Lagos,South West,213937,479,18.25,Dry,0.22,4
Nov-2014,2014,November,Nigeria,Ogun,South West,94214,353,17.99,Dry,0.37,4
Nov-2014,2014,November,Nigeria,Rivers,South South,131005,368,21.35,Dry,0.28,4
Nov-2014,2014,November,Nigeria,Enugu,South East,81870,178,21.27,Dry,0.22,4
Dec-2014,2014,December,Nigeria,Kano,North West,378715,979,30.12,Dry,0.26,4
Dec-2014,2014,December,Nigeria,Kaduna,North West,214952,822,29,Dry,0.38,4
Dec-2014,2014,December,Nigeria,Borno,North East,112774,509,22.48,Dry,0.45,4
Dec-2014,2014,December,Nigeria,Kwara,North Central,15936,50,5.47,Dry,0.31,4
Dec-2014,2014,December,Nigeria,Lagos,South West,190276,327,16.23,Dry,0.17,4
Dec-2014,2014,December,Nigeria,Ogun,South West,89308,208,17.06,Dry,0.23,4
Dec-2014,2014,December,Nigeria,Rivers,South South,114582,334,18.67,Dry,0.29,4
Dec-2014,2014,December,Nigeria,Enugu,South East,75816,223,19.7,Dry,0.29,4
Jan-2015,2015,January,Nigeria,Kano,North West,289244,941,22.42,Dry,0.33,1
Jan-2015,2015,January,Nigeria,Kaduna,North West,163769,633,21.55,Dry,0.39,1
Jan-2015,2015,January,Nigeria,Borno,North East,80517,283,15.66,Dry,0.35,1
Jan-2015,2015,January,Nigeria,Kwara,North Central,13828,47,4.63,Dry,0.34,1
Jan-2015,2015,January,Nigeria,Lagos,South West,140104,309,11.74,Dry,0.22,1
Jan-2015,2015,January,Nigeria,Ogun,South West,71682,109,13.36,Dry,0.15,1
Jan-2015,2015,January,Nigeria,Rivers,South South,79777,285,12.68,Dry,0.36,1
Jan-2015,2015,January,Nigeria,Enugu,South East,59624,166,15.11,Dry,0.28,1
Feb-2015,2015,February,Nigeria,Kano,North West,321504,1231,24.92,Dry,0.38,1
Feb-2015,2015,February,Nigeria,Kaduna,North West,186382,738,24.53,Dry,0.40,1
Feb-2015,2015,February,Nigeria,Borno,North East,80264,270,15.61,Dry,0.34,1
Feb-2015,2015,February,Nigeria,Kwara,North Central,15357,42,5.14,Dry,0.27,1
Feb-2015,2015,February,Nigeria,Lagos,South West,171263,316,14.35,Dry,0.18,1
Feb-2015,2015,February,Nigeria,Ogun,South West,71759,223,13.37,Dry,0.31,1
Feb-2015,2015,February,Nigeria,Rivers,South South,94175,276,14.97,Dry,0.29,1
Feb-2015,2015,February,Nigeria,Enugu,South East,62875,208,15.94,Dry,0.33,1
Mar-2015,2015,March,Nigeria,Kano,North West,295942,857,22.94,Dry,0.29,1
Mar-2015,2015,March,Nigeria,Kaduna,North West,197528,750,26,Dry,0.38,1
Mar-2015,2015,March,Nigeria,Borno,North East,79933,383,15.55,Dry,0.48,1
Mar-2015,2015,March,Nigeria,Kwara,North Central,16044,55,5.37,Dry,0.34,1
Mar-2015,2015,March,Nigeria,Lagos,South West,168023,234,14.08,Dry,0.14,1
Mar-2015,2015,March,Nigeria,Ogun,South West,70454,203,13.13,Dry,0.29,1
Mar-2015,2015,March,Nigeria,Rivers,South South,92108,336,14.64,Dry,0.36,1
Mar-2015,2015,March,Nigeria,Enugu,South East,64422,169,16.33,Dry,0.26,1
Apr-2015,2015,April,Nigeria,Kano,North West,320745,999,24.86,Rainy,0.31,2
Apr-2015,2015,April,Nigeria,Kaduna,North West,190332,760,25.05,Rainy,0.40,2
Apr-2015,2015,April,Nigeria,Borno,North East,88194,367,17.15,Rainy,0.42,2
Apr-2015,2015,April,Nigeria,Kwara,North Central,15345,46,5.14,Rainy,0.30,2
Apr-2015,2015,April,Nigeria,Lagos,South West,189972,356,15.92,Rainy,0.19,2
Apr-2015,2015,April,Nigeria,Ogun,South West,77807,207,14.5,Rainy,0.27,2
Apr-2015,2015,April,Nigeria,Rivers,South South,110909,306,17.63,Rainy,0.28,2
Apr-2015,2015,April,Nigeria,Enugu,South East,71110,188,18.02,Rainy,0.26,2
May-2015,2015,May,Nigeria,Kano,North West,347803,1412,26.96,Rainy,0.41,2
May-2015,2015,May,Nigeria,Kaduna,North West,218315,729,28.73,Rainy,0.33,2
May-2015,2015,May,Nigeria,Borno,North East,85710,388,16.67,Rainy,0.45,2
May-2015,2015,May,Nigeria,Kwara,North Central,15629,45,5.23,Rainy,0.29,2
May-2015,2015,May,Nigeria,Lagos,South West,151519,270,12.7,Rainy,0.18,2
May-2015,2015,May,Nigeria,Ogun,South West,79243,233,14.77,Rainy,0.29,2
May-2015,2015,May,Nigeria,Rivers,South South,110908,342,17.63,Rainy,0.31,2
May-2015,2015,May,Nigeria,Enugu,South East,66743,178,16.92,Rainy,0.27,2
Jun-2015,2015,June,Nigeria,Kano,North West,452578,1721,35.08,Rainy,0.38,2
Jun-2015,2015,June,Nigeria,Kaduna,North West,248835,906,32.75,Rainy,0.36,2
Jun-2015,2015,June,Nigeria,Borno,North East,97222,333,18.91,Rainy,0.34,2
Jun-2015,2015,June,Nigeria,Kwara,North Central,16981,48,5.68,Rainy,0.28,2
Jun-2015,2015,June,Nigeria,Lagos,South West,209192,392,17.53,Rainy,0.19,2
Jun-2015,2015,June,Nigeria,Ogun,South West,89749,236,16.72,Rainy,0.26,2
Jun-2015,2015,June,Nigeria,Rivers,South South,109053,309,17.34,Rainy,0.28,2
Jun-2015,2015,June,Nigeria,Enugu,South East,68433,193,17.34,Rainy,0.28,2
Jul-2015,2015,July,Nigeria,Kano,North West,450728,1603,34.94,Rainy,0.36,3
Jul-2015,2015,July,Nigeria,Kaduna,North West,285132,1151,37.52,Rainy,0.40,3
Jul-2015,2015,July,Nigeria,Borno,North East,125939,536,24.5,Rainy,0.43,3
Jul-2015,2015,July,Nigeria,Kwara,North Central,22166,61,7.42,Rainy,0.28,3
Jul-2015,2015,July,Nigeria,Lagos,South West,221469,453,18.56,Rainy,0.20,3
Jul-2015,2015,July,Nigeria,Ogun,South West,114879,314,21.41,Rainy,0.27,3
Jul-2015,2015,July,Nigeria,Rivers,South South,130810,377,20.8,Rainy,0.29,3
Jul-2015,2015,July,Nigeria,Enugu,South East,98385,281,24.94,Rainy,0.29,3
Aug-2015,2015,August,Nigeria,Kano,North West,566006,1581,43.87,Rainy,0.28,3
Aug-2015,2015,August,Nigeria,Kaduna,North West,308574,1089,40.61,Rainy,0.35,3
Aug-2015,2015,August,Nigeria,Borno,North East,156602,746,30.46,Rainy,0.48,3
Aug-2015,2015,August,Nigeria,Kwara,North Central,22330,75,7.47,Rainy,0.34,3
Aug-2015,2015,August,Nigeria,Lagos,South West,253020,547,21.2,Rainy,0.22,3
Aug-2015,2015,August,Nigeria,Ogun,South West,129048,369,24.05,Rainy,0.29,3
Aug-2015,2015,August,Nigeria,Rivers,South South,148531,466,23.61,Rainy,0.31,3
Aug-2015,2015,August,Nigeria,Enugu,South East,97534,274,24.72,Rainy,0.28,3
Sep-2015,2015,September,Nigeria,Kano,North West,543907,1774,42.16,Rainy,0.33,3
Sep-2015,2015,September,Nigeria,Kaduna,North West,372290,1528,49,Rainy,0.41,3
Sep-2015,2015,September,Nigeria,Borno,North East,145965,583,28.39,Rainy,0.40,3
Sep-2015,2015,September,Nigeria,Kwara,North Central,28510,109,9.54,Rainy,0.38,3
Sep-2015,2015,September,Nigeria,Lagos,South West,283930,330,23.79,Rainy,0.12,3
Sep-2015,2015,September,Nigeria,Ogun,South West,138933,339,25.89,Rainy,0.24,3
